original_tz,n,percentage
09:28Z,1,0.019327406262079627
09:33Z,1,0.019327406262079627
09:34Z,1,0.019327406262079627
09:36Z,1,0.019327406262079627
09:44Z,1,0.019327406262079627
09:46Z,1,0.019327406262079627
09:47Z,1,0.019327406262079627
09:50Z,1,0.019327406262079627
09:52Z,1,0.019327406262079627
09:53Z,1,0.019327406262079627
10:00Z,1,0.019327406262079627
10:01Z,1,0.019327406262079627
10:06Z,1,0.019327406262079627
10:09Z,1,0.019327406262079627
10:12Z,1,0.019327406262079627
10:22Z,1,0.019327406262079627
10:23Z,1,0.019327406262079627
10:28Z,1,0.019327406262079627
10:29Z,1,0.019327406262079627
10:34Z,1,0.019327406262079627
10:40Z,1,0.019327406262079627
10:42Z,1,0.019327406262079627
10:43Z,1,0.019327406262079627
10:45Z,1,0.019327406262079627
10:48Z,1,0.019327406262079627
10:50Z,1,0.019327406262079627
10:52Z,1,0.019327406262079627
10:56Z,1,0.019327406262079627
11:04Z,1,0.019327406262079627
11:10Z,1,0.019327406262079627
11:11Z,1,0.019327406262079627
11:12Z,1,0.019327406262079627
11:19Z,1,0.019327406262079627
11:20Z,1,0.019327406262079627
11:40Z,1,0.019327406262079627
11:42Z,1,0.019327406262079627
11:44Z,1,0.019327406262079627
11:45Z,1,0.019327406262079627
11:50Z,1,0.019327406262079627
11:52Z,1,0.019327406262079627
11:53Z,1,0.019327406262079627
12:01Z,1,0.019327406262079627
12:03Z,1,0.019327406262079627
12:12Z,1,0.019327406262079627
12:20Z,1,0.019327406262079627
12:23Z,1,0.019327406262079627
12:24Z,1,0.019327406262079627
12:31Z,1,0.019327406262079627
12:34Z,1,0.019327406262079627
12:37Z,1,0.019327406262079627
12:43Z,1,0.019327406262079627
12:55Z,1,0.019327406262079627
13:01Z,1,0.019327406262079627
13:04Z,1,0.019327406262079627
13:05Z,1,0.019327406262079627
13:10Z,1,0.019327406262079627
13:14Z,1,0.019327406262079627
13:15Z,1,0.019327406262079627
13:18Z,1,0.019327406262079627
13:35Z,1,0.019327406262079627
13:43Z,1,0.019327406262079627
14:12Z,1,0.019327406262079627
14:15Z,1,0.019327406262079627
14:17Z,1,0.019327406262079627
14:18Z,1,0.019327406262079627
14:19Z,1,0.019327406262079627
14:21Z,1,0.019327406262079627
14:22Z,1,0.019327406262079627
14:25Z,1,0.019327406262079627
14:30Z,1,0.019327406262079627
14:35Z,1,0.019327406262079627
14:36Z,1,0.019327406262079627
14:42Z,1,0.019327406262079627
14:47Z,1,0.019327406262079627
14:51Z,1,0.019327406262079627
14:53Z,1,0.019327406262079627
14:57Z,1,0.019327406262079627
15:01Z,1,0.019327406262079627
15:04Z,1,0.019327406262079627
15:06Z,1,0.019327406262079627
15:07Z,1,0.019327406262079627
15:09Z,1,0.019327406262079627
15:32Z,1,0.019327406262079627
15:34Z,1,0.019327406262079627
15:37Z,1,0.019327406262079627
15:48Z,1,0.019327406262079627
16:30Z,1,0.019327406262079627
17:01Z,1,0.019327406262079627
17:04Z,1,0.019327406262079627
17:10Z,1,0.019327406262079627
17:14Z,1,0.019327406262079627
17:17Z,1,0.019327406262079627
17:18Z,1,0.019327406262079627
17:28Z,1,0.019327406262079627
17:29Z,1,0.019327406262079627
17:30Z,1,0.019327406262079627
17:33Z,1,0.019327406262079627
17:34Z,1,0.019327406262079627
17:36Z,1,0.019327406262079627
17:38Z,1,0.019327406262079627
17:39Z,1,0.019327406262079627
17:40Z,1,0.019327406262079627
17:43Z,1,0.019327406262079627
17:44Z,1,0.019327406262079627
17:47Z,1,0.019327406262079627
17:50Z,1,0.019327406262079627
17:51Z,1,0.019327406262079627
17:52Z,1,0.019327406262079627
17:56Z,1,0.019327406262079627
17:57Z,1,0.019327406262079627
18:06Z,1,0.019327406262079627
18:07Z,1,0.019327406262079627
18:08Z,1,0.019327406262079627
18:10Z,1,0.019327406262079627
18:12Z,1,0.019327406262079627
18:13Z,1,0.019327406262079627
18:14Z,1,0.019327406262079627
18:17Z,1,0.019327406262079627
18:18Z,1,0.019327406262079627
18:21Z,1,0.019327406262079627
18:23Z,1,0.019327406262079627
18:24Z,1,0.019327406262079627
18:29Z,1,0.019327406262079627
18:30Z,1,0.019327406262079627
18:33Z,1,0.019327406262079627
18:34Z,1,0.019327406262079627
18:35Z,1,0.019327406262079627
18:36Z,1,0.019327406262079627
18:39Z,1,0.019327406262079627
18:40Z,1,0.019327406262079627
18:44Z,1,0.019327406262079627
18:45Z,1,0.019327406262079627
18:46Z,1,0.019327406262079627
18:47Z,1,0.019327406262079627
18:48Z,1,0.019327406262079627
18:52Z,1,0.019327406262079627
18:53Z,1,0.019327406262079627
18:58Z,1,0.019327406262079627
19:00Z,1,0.019327406262079627
19:02Z,1,0.019327406262079627
19:05Z,1,0.019327406262079627
19:06Z,1,0.019327406262079627
19:08Z,1,0.019327406262079627
19:09Z,1,0.019327406262079627
19:13Z,1,0.019327406262079627
19:16Z,1,0.019327406262079627
19:18Z,1,0.019327406262079627
19:19Z,1,0.019327406262079627
19:25Z,1,0.019327406262079627
19:33Z,1,0.019327406262079627
19:34Z,1,0.019327406262079627
19:37Z,1,0.019327406262079627
19:39Z,1,0.019327406262079627
19:44Z,1,0.019327406262079627
19:45Z,1,0.019327406262079627
19:48Z,1,0.019327406262079627
19:51Z,1,0.019327406262079627
19:54Z,1,0.019327406262079627
19:55Z,1,0.019327406262079627
19:56Z,1,0.019327406262079627
20:01Z,1,0.019327406262079627
20:06Z,1,0.019327406262079627
20:07Z,1,0.019327406262079627
20:11Z,1,0.019327406262079627
20:18Z,1,0.019327406262079627
20:20Z,1,0.019327406262079627
20:21Z,1,0.019327406262079627
20:22Z,1,0.019327406262079627
20:23Z,1,0.019327406262079627
20:24Z,1,0.019327406262079627
20:26Z,1,0.019327406262079627
20:27Z,1,0.019327406262079627
20:30Z,1,0.019327406262079627
20:36Z,1,0.019327406262079627
20:39Z,1,0.019327406262079627
20:41Z,1,0.019327406262079627
20:45Z,1,0.019327406262079627
20:48Z,1,0.019327406262079627
20:50Z,1,0.019327406262079627
20:55Z,1,0.019327406262079627
20:56Z,1,0.019327406262079627
20:57Z,1,0.019327406262079627
20:58Z,1,0.019327406262079627
20:59Z,1,0.019327406262079627
21:07Z,1,0.019327406262079627
21:08Z,1,0.019327406262079627
